0,1,2,3
Lap 30,"[[{'subject': [{'driver': 'SAI'}], 'action': 'box', 'object': {'main': ['for ultrasoft tyres']}}, {'subject': [{'driver': 'SAI'}], 'action': 'drop to', 'object': {'position': ['11']}}, {'subject': [{'driver': 'OCO'}], 'action': 'enter', 'object': {'main': ['pits', 'for soft tyres']}}, {'subject': [{'driver': 'OCO'}], 'action': 'drop to', 'object': {'position': ['12']}}, {'subject': [{'driver': ['HAR', 'VER', 'RIC', 'HUL']}], 'action': 'pit', 'object': {}}], [{'subject': [{'driver': 'HAM'}], 'action': 'overtake', 'object': {'driver': ['VER']}}, {'subject': [{'driver': 'HAM'}], 'action': 'move up', 'object': {'position': ['3']}}, {'subject': [{'driver': 'ERI'}], 'action': 'overtake', 'object': {'driver': ['HAR']}}, {'subject': [{'driver': 'ERI'}], 'action': 'move up', 'object': {'position': ['19']}}, {'subject': [{'driver': 'RAI'}], 'action': 'fly', 'object': {'driver': ['RIC'], 'main': ['past']}}, {'subject': [{'driver': 'RAI'}], 'action': 'move up', 'object': {'position': ['5']}}, {'subject': [{'driver': 'MAG'}], 'action': 'fly', 'object': {'driver': ['HUL'], 'main': ['past']}}, {'subject': [{'driver': 'MAG'}], 'action': 'move up', 'object': {'position': ['7']}}]]","Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SAI [SEP] Action1 | box [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | SAI [SEP] Action2 | drop to [SEP] Object2 | position | 11 [SEP] Agent3 | driver | OCO [SEP] Action3 | enter [SEP] Object3 | main | pits [SEP] Object3 | main | for soft tyres [SEP] Agent4 | driver | OCO [SEP] Action4 | drop to [SEP] Object4 | position | 12 [SEP] Agent5 | drivers | HAR, VER, RIC, HUL [SEP] Action5 | pit","Sainz boxes in for ultrasoft tyres and drops to 11. Ocon pits for soft tyres, dropping to 12. Harrier, Verstappen, Ricciardo, Hulkenberg all pit."
Lap 30,"[[{'subject': [{'other': 'stewards'}], 'action': 'wave', 'object': {'main': ['yellow flag'], 'location': ['sector 17']}}, {'subject': [{'other': 'race control'}], 'action': 'wave', 'object': {'main': ['double yellow flag'], 'location': ['sector 17']}}, {'subject': [{'other': 'stewards'}], 'action': 'wave', 'object': {'main': ['double yellow flag'], 'location': ['sector 17']}}, {'subject': [{'other': 'race control'}], 'action': 'wave', 'object': {'main': ['yellow flag'], 'location': ['sector 17']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | stewards [SEP] Action1 | wave [SEP] Object1 | main | yellow flag [SEP] Object1 | location | sector 17 [SEP] Agent2 | other | race control [SEP] Action2 | wave [SEP] Object2 | main | double yellow flag [SEP] Object2 | location | sector 17 [SEP] Agent3 | other | stewards [SEP] Action3 | wave [SEP] Object3 | main | double yellow flag [SEP] Object3 | location | sector 17 [SEP] Agent4 | other | race control [SEP] Action4 | wave [SEP] Object4 | main | yellow flag [SEP] Object4 | location | sector 17,The stewards have waved a double yellow flag in sector 17 for race control.
Lap 31,"[[{'subject': [{'driver': 'GAS'}], 'action': 'make', 'object': {'main': ['pitstop', 'for medium tyres']}}, {'subject': [{'driver': 'GAS'}], 'action': 'drop to', 'object': {'position': ['17']}}, {'subject': [{'driver': 'PER'}], 'action': 'pit', 'object': {'main': ['from P10', 'to undercut'], 'driver': ['GRO']}}, {'subject': [{'driver': 'GRO'}], 'action': 'be', 'object': {'main': ['still out']}}], [{'subject': [{'driver': 'ALO'}], 'action': 'fly', 'object': {'driver': ['PER'], 'main': ['past']}}, {'subject': [{'driver': 'ALO'}], 'action': 'move up', 'object': {'position': ['10']}}, {'subject': [{'driver': 'PER'}], 'action': 'fly', 'object': {'driver': ['ALO'], 'main': ['past']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['10']}}, {'subject': [{'driver': 'GAS'}], 'action': 'fly', 'object': {'driver': ['SIR'], 'main': ['past']}}, {'subject': [{'driver': 'GAS'}], 'action': 'move up', 'object': {'position': ['16']}}, {'subject': [{'driver': 'SIR'}], 'action': 'overtake', 'object': {'driver': ['GAS']}}, {'subject': [{'driver': 'SIR'}], 'action': 'move up', 'object': {'position': ['16']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GAS [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for medium tyres [SEP] Agent2 | driver | GAS [SEP] Action2 | drop to [SEP] Object2 | position | 17 [SEP] Agent3 | driver | PER [SEP] Action3 | pit [SEP] Object3 | main | from P10 [SEP] Object3 | main | to undercut [SEP] Object3 | driver | GRO [SEP] Agent4 | driver | GRO [SEP] Action4 | be [SEP] Object4 | main | still out,"Gasly makes a pitstop for medium tyres, dropping to 17th. Perez pits from P10 to undercut Gasly, but Grosjean is still out."
Lap 32,"[[{'subject': [{'driver': 'PER'}], 'action': 'come', 'object': {'main': ['in pits', 'for ultrasoft tyres']}}, {'subject': [{'driver': 'PER'}], 'action': 'drop to', 'object': {'position': ['15']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | PER [SEP] Action1 | come [SEP] Object1 | main | in pits [SEP] Object1 | main | for ultrasoft tyres [SEP] Agent2 | driver | PER [SEP] Action2 | drop to [SEP] Object2 | position | 15,Perez comes in the pits for ultrasoft tyres and drops to 15th.
Lap 33,"[[{'subject': [{'driver': 'SIR'}], 'action': 'box', 'object': {'main': ['for soft tyres']}}, {'subject': [{'driver': 'SIR'}], 'action': 'drop to', 'object': {'position': ['17']}}], [{'subject': [{'driver': 'GAS'}], 'action': 'overtake', 'object': {'driver': ['SIR']}}, {'subject': [{'driver': 'GAS'}], 'action': 'move up', 'object': {'position': ['16']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | SIR [SEP] Action1 | box [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | SIR [SEP] Action2 | drop to [SEP] Object2 | position | 17,Sirotkin boxes for soft tyres and drops to 17th.
Lap 33,"[[{'subject': [{'driver': 'ERI'}, {'driver': 'LEC'}], 'action': 'fight', 'object': {'main': ['for P18']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only'], 'gap': ['0.7s']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | ERI [SEP] Action1 | fight [SEP] Object1 | main | for P18 [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | gap | 0.7s,"Erias is fighting for P18, but the gap is only 0.7s."
Lap 34,"[[{'subject': [{'other': 'track'}], 'action': 'be', 'object': {'main': ['clear'], 'location': ['sector 17']}}, {'subject': [{'other': 'lapped cars'}], 'action': 'overtake', 'object': {'main': ['now'], 'info': ['9, 16, 28']}}]]","Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | track [SEP] Action1 | be [SEP] Object1 | main | clear [SEP] Object1 | location | sector 17 [SEP] Agent2 | other | lapped cars [SEP] Action2 | overtake [SEP] Object2 | main | now [SEP] Object2 | info | 9, 16, 28","The track is clear from sector 17, but the lapped cars are now 9, 16, 28."
Lap 35,"[[{'subject': [{'driver': 'OCO'}], 'action': 'pass', 'object': {'driver': ['VAN']}}, {'subject': [{'driver': 'OCO'}], 'action': 'move up', 'object': {'position': ['12']}}, {'subject': [{'driver': 'PER'}], 'action': 'pass', 'object': {'driver': ['STR']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['14']}}, {'subject': [{'driver': 'GAS'}], 'action': 'overtake', 'object': {'driver': ['STR']}}, {'subject': [{'driver': 'GAS'}], 'action': 'move up', 'object': {'position': ['15']}}, {'subject': [{'driver': 'SAI'}], 'action': 'fly', 'object': {'driver': ['GRO'], 'main': ['past']}}, {'subject': [{'driver': 'SAI'}], 'action': 'move up', 'object': {'position': ['10']}}, {'subject': [{'driver': 'PER'}], 'action': 'pass', 'object': {'driver': ['VAN']}}, {'subject': [{'driver': 'PER'}], 'action': 'move up', 'object': {'position': ['13']}}, {'subject': [{'driver': 'STR'}], 'action': 'overtake', 'object': {'driver': ['GAS']}}, {'subject': [{'driver': 'STR'}], 'action': 'move up', 'object': {'position': ['15']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | OCO [SEP] Action1 | pass [SEP] Object1 | driver | VAN [SEP] Agent2 | driver | OCO [SEP] Action2 | move up [SEP] Object2 | position | 12 [SEP] Agent3 | driver | PER [SEP] Action3 | pass [SEP] Object3 | driver | STR [SEP] Agent4 | driver | PER [SEP] Action4 | move up [SEP] Object4 | position | 14 [SEP] Agent5 | driver | GAS [SEP] Action5 | overtake [SEP] Object5 | driver | STR [SEP] Agent6 | driver | GAS [SEP] Action6 | move up [SEP] Object6 | position | 15 [SEP] Agent7 | driver | SAI [SEP] Action7 | fly [SEP] Object7 | driver | GRO [SEP] Object7 | main | past [SEP] Agent8 | driver | SAI [SEP] Action8 | move up [SEP] Object8 | position | 10 [SEP] Agent9 | driver | PER [SEP] Action9 | pass [SEP] Object9 | driver | VAN [SEP] Agent10 | driver | PER [SEP] Action10 | move up [SEP] Object10 | position | 13 [SEP] Agent11 | driver | STR [SEP] Action11 | overtake [SEP] Object11 | driver | GAS [SEP] Agent12 | driver | STR [SEP] Action12 | move up [SEP] Object12 | position | 15,"Ocon passes Vettel to move up to 12th, Perez passes Stroll to move into 14th, Gasly moves up to 15th, Sainz flies past Giovinazzi to get into 10th, and Perez passes Verstappen to get up to 13th."
Lap 35,"[[{'subject': [{'car': 'safety car'}], 'action': 'will come', 'object': {'main': ['in pits'], 'timing': ['end of lap']}}, {'subject': [{'other': 'race'}], 'action': 'restart', 'object': {'main': ['soon']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | car | safety car [SEP] Action1 | will come [SEP] Object1 | main | in pits [SEP] Object1 | timing | end of lap [SEP] Agent2 | other | race [SEP] Action2 | restart [SEP] Object2 | main | soon,The safety car will come in the pits at the end of the race. The restart will be soon.
Lap 36,"[[{'subject': [{'driver': 'RIC'}], 'action': 'pass', 'object': {'driver': ['RAI']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['5']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | pass [SEP] Object1 | driver | RAI [SEP] Agent2 | driver | RIC [SEP] Action2 | move up [SEP] Object2 | position | 5,Ricciardo passes Raikkonen to move up to fifth.
Lap 36,"[[{'subject': [{'driver': 'GAS'}], 'action': 'get', 'object': {'main': ['penalty', 'causing a collision']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GAS [SEP] Action1 | get [SEP] Object1 | main | penalty [SEP] Object1 | main | causing a collision,Gasly gets a penalty for causing a collision with Verstappen.
Lap 38,"[[{'subject': [{'driver': 'RIC'}], 'action': 'fly', 'object': {'driver': ['VER'], 'main': ['past']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['4']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | fly [SEP] Object1 | driver | VER [SEP] Object1 | main | past [SEP] Agent2 | driver | RIC [SEP] Action2 | move up [SEP] Object2 | position | 4,Ricciardo flies past Verstappen to move up to fourth.
Lap 39,"[[{'subject': [{'driver': 'RIC'}], 'action': 'fly', 'object': {'driver': ['HAM'], 'main': ['past']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['3']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | fly [SEP] Object1 | driver | HAM [SEP] Object1 | main | past [SEP] Agent2 | driver | RIC [SEP] Action2 | move up [SEP] Object2 | position | 3,Ricciardo flies past Hamilton to move up to third.
Lap 40,"[[{'subject': [{'driver': 'RIC'}], 'action': 'have', 'object': {'main': ['DRS advantage'], 'driver': ['on VET']}}, {'subject': [{'driver': 'VET'}], 'action': 'might lose', 'object': {'main': ['P2'], 'driver': ['to RIC']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | have [SEP] Object1 | main | DRS advantage [SEP] Object1 | driver | on VET [SEP] Agent2 | driver | VET [SEP] Action2 | might lose [SEP] Object2 | main | P2 [SEP] Object2 | driver | to RIC,"Ricciardo has a DRS advantage on Vettel, who might lose P2 to Ricciardo."
Lap 41,"[[{'subject': [{'driver': 'RIC'}], 'action': 'fly', 'object': {'driver': ['VET'], 'main': ['past']}}, {'subject': [{'driver': 'RIC'}], 'action': 'move up', 'object': {'position': ['2']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RIC [SEP] Action1 | fly [SEP] Object1 | driver | VET [SEP] Object1 | main | past [SEP] Agent2 | driver | RIC [SEP] Action2 | move up [SEP] Object2 | position | 2,Ricciardo flies past Vettel to move up to No. 2.
Lap 42,"[[{'subject': [{'driver': 'HAM'}], 'action': 'pass', 'object': {'driver': ['VER']}}, {'subject': [{'driver': 'HAM'}], 'action': 'move up', 'object': {'position': ['4']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAM [SEP] Action1 | pass [SEP] Object1 | driver | VER [SEP] Agent2 | driver | HAM [SEP] Action2 | move up [SEP] Object2 | position | 4,Hamilton passes Verstappen to move up to fourth.
Lap 42,"[[{'subject': [{'driver': 'HUL'}], 'action': 'close', 'object': {'main': ['gap to'], 'driver': ['RAI']}}, {'subject': [{'other': 'gap'}], 'action': 'decrease', 'object': {'main': ['to', '0.42'], 'driver': ['RAI'], 'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | close [SEP] Object1 | main | gap to [SEP] Object1 | driver | RAI [SEP] Agent2 | other | gap [SEP] Action2 | decrease [SEP] Object2 | main | to [SEP] Object2 | main | 0.42 [SEP] Object2 | driver | RAI [SEP] Object2 | timing | this lap,Hulkenberg closes the gap to Raikkonen to 0.42s on this lap.
Lap 43,"[[{'subject': [{'other': 'race control'}], 'action': 'wave', 'object': {'main': ['double yellow flag'], 'location': ['sector 17']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | race control [SEP] Action1 | wave [SEP] Object1 | main | double yellow flag [SEP] Object1 | location | sector 17,The race control team has waved a double yellow flag for sector 17.
Lap 44,"[[{'subject': [{'other': 'stewards'}], 'action': 'note', 'object': {'main': ['incident'], 'driver': ['VET', 'VER'], 'info': ['causing a collision'], 'location': ['turn 14']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | other | stewards [SEP] Action1 | note [SEP] Object1 | main | incident [SEP] Object1 | driver | VET [SEP] Object1 | driver | VER [SEP] Object1 | info | causing a collision [SEP] Object1 | location | turn 14,The stewards note that Vettel and Verstappen are causing a collision at turn 14.
Lap 45,"[[{'subject': [{'driver': 'VAN'}], 'action': 'approach', 'object': {'driver': ['GRO']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '1.36'], 'driver': ['GRO'], 'timing': ['currently']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | VAN [SEP] Action1 | approach [SEP] Object1 | driver | GRO [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 1.36 [SEP] Object2 | driver | GRO [SEP] Object2 | timing | currently,"Vandoorne approaches Grosjean, but the gap is only 1.36s currently."
Lap 46,"[[{'subject': [{'driver': 'GRO'}], 'action': 'make', 'object': {'main': ['pitstop', 'for medium tyres']}}, {'subject': [{'driver': 'GRO'}], 'action': 'drop to', 'object': {'position': ['16']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GRO [SEP] Action1 | make [SEP] Object1 | main | pitstop [SEP] Object1 | main | for medium tyres [SEP] Agent2 | driver | GRO [SEP] Action2 | drop to [SEP] Object2 | position | 16,Grosjean makes a pitstop for medium tyres and drops to 16th.
Lap 47,"[[{'subject': [{'driver': 'GRO'}], 'action': 'close', 'object': {'main': ['gap to'], 'driver': ['HAR']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['only', '0.51'], 'driver': ['HAR'], 'timing': ['this lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GRO [SEP] Action1 | close [SEP] Object1 | main | gap to [SEP] Object1 | driver | HAR [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | only [SEP] Object2 | main | 0.51 [SEP] Object2 | driver | HAR [SEP] Object2 | timing | this lap,Grosjean has closed the gap to Hulkenberg to only 0.51s this lap.
Lap 48,"[[{'subject': [{'driver': 'GRO'}], 'action': 'overtake', 'object': {'driver': ['HAR']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['19']}}, {'subject': [{'driver': 'GRO'}], 'action': 'overtake', 'object': {'driver': ['LEC']}}, {'subject': [{'driver': 'GRO'}], 'action': 'move up', 'object': {'position': ['18']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | GRO [SEP] Action1 | overtake [SEP] Object1 | driver | HAR [SEP] Agent2 | driver | GRO [SEP] Action2 | move up [SEP] Object2 | position | 19 [SEP] Agent3 | driver | GRO [SEP] Action3 | overtake [SEP] Object3 | driver | LEC [SEP] Agent4 | driver | GRO [SEP] Action4 | move up [SEP] Object4 | position | 18,Grosjean overtakes Harrier to move up to 19th. He also overtakes Leclerc and moves up to 18th.
Lap 48,"[[{'subject': [{'driver': 'RAI'}], 'action': 'be threathening', 'object': {'driver': ['BOT'], 'main': ['for position']}}, {'subject': [{'driver': 'RAI'}], 'action': 'be', 'object': {'main': ['0.7s behind'], 'driver': ['BOT'], 'position': ['2']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | RAI [SEP] Action1 | be threathening [SEP] Object1 | driver | BOT [SEP] Object1 | main | for position [SEP] Agent2 | driver | RAI [SEP] Action2 | be [SEP] Object2 | main | 0.7s behind [SEP] Object2 | driver | BOT [SEP] Object2 | position | 2,"Raikkonen is threatening Bottas for position. He's 0.7s behind, and Bottas is 2.5s behind."
Lap 51,"[[{'subject': [{'driver': 'HAR'}], 'action': 'enter', 'object': {'main': ['pits', 'for soft tyres']}}, {'subject': [{'driver': 'HAR'}], 'action': 'stay in', 'object': {'position': ['20']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAR [SEP] Action1 | enter [SEP] Object1 | main | pits [SEP] Object1 | main | for soft tyres [SEP] Agent2 | driver | HAR [SEP] Action2 | stay in [SEP] Object2 | position | 20,Hulkenberg pits for soft tyres and stays in 20th.
Lap 52,"[[{'subject': [{'driver': 'HAR'}], 'action': 'stop', 'object': {'main': ['race']}}, {'subject': [{'other': 'his toro_rosso car'}], 'action': 'be stationary', 'object': {'timing': ['first part of lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAR [SEP] Action1 | stop [SEP] Object1 | main | race [SEP] Agent2 | other | his toro_rosso car [SEP] Action2 | be stationary [SEP] Object2 | timing | first part of lap,"Harrel pits, his Toro Rosso car is stationary for the first part of the lap."
Lap 55,"[[{'subject': [{'driver': 'HAM'}], 'action': 'fly', 'object': {'driver': ['VER'], 'main': ['past']}}, {'subject': [{'driver': 'HAM'}], 'action': 'move up', 'object': {'position': ['4']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HAM [SEP] Action1 | fly [SEP] Object1 | driver | VER [SEP] Object1 | main | past [SEP] Agent2 | driver | HAM [SEP] Action2 | move up [SEP] Object2 | position | 4,Hamilton flies past Verstappen to move up to fourth.
Lap 55,"[[{'subject': [{'driver': 'HUL'}], 'action': 'close', 'object': {'main': ['gap to'], 'driver': ['HAM']}}, {'subject': [{'other': 'gap'}], 'action': 'be', 'object': {'main': ['down to', '1'], 'driver': ['HAM'], 'timing': ['end of lap']}}]]",Write a live blog post describing the following events in a Formula 1 race: Agent1 | driver | HUL [SEP] Action1 | close [SEP] Object1 | main | gap to [SEP] Object1 | driver | HAM [SEP] Agent2 | other | gap [SEP] Action2 | be [SEP] Object2 | main | down to [SEP] Object2 | main | 1 [SEP] Object2 | driver | HAM [SEP] Object2 | timing | end of lap,Hulkenberg closes the gap to Hamilton down to 1.2s at the end of the lap.
